Code,Area,Year,Qualifications of working age population (16-64),number,denominator,percent,confidence
E09000017,Hillingdon,2004,NVQ4+,"38,100","157,700",24.2,3.6
E09000018,Hounslow,2004,NVQ4+,"37,600","147,000",25.5,3.4
E09000019,Islington,2004,NVQ4+,"50,700","126,700",40,3.9
E09000020,Kensington and Chelsea,2004,NVQ4+,"45,200","116,200",38.9,3.9
E09000021,Kingston upon Thames,2004,NVQ4+,"42,200","101,300",41.7,4.2
E09000022,Lambeth,2004,NVQ4+,"78,800","193,400",40.7,4.4
E09000023,Lewisham,2004,NVQ4+,"57,000","170,000",33.5,3.7
E09000024,Merton,2004,NVQ4+,"46,200","127,200",36.3,4.1
E09000025,Newham,2004,NVQ4+,"28,400","166,500",17,3
E09000026,Redbridge,2004,NVQ4+,"42,300","158,000",26.8,3.6
E09000027,Richmond upon Thames,2004,NVQ4+,"52,000","119,200",43.6,4.3
E09000028,Southwark,2004,NVQ4+,"66,800","177,700",37.6,4.1
E09000029,Sutton,2004,NVQ4+,"28,700","114,500",25.1,3.7
E09000030,Tower Hamlets,2004,NVQ4+,"39,300","143,500",27.4,3.2
E09000031,Waltham Forest,2004,NVQ4+,"35,300","148,300",23.8,3.3
E09000032,Wandsworth,2004,NVQ4+,"100,700","202,600",49.7,3.7
E09000033,Westminster,2004,NVQ4+,"58,200","155,700",37.4,3.7
E13000001,Inner London,2004,NVQ4+,"753,900","2,024,200",37.2,1.1
E13000002,Outer London,2004,NVQ4+,"817,900","2,901,700",28.2,0.9
E12000001,North East,2004,NVQ4+,"342,800","1,566,600",21.9,0.7
E12000002,North West,2004,NVQ4+,"981,500","4,214,800",23.3,0.5
E12000003,Yorkshire and The Humber,2004,NVQ4+,"708,600","3,128,600",22.6,0.6
E12000004,East Midlands,2004,NVQ4+,"615,900","2,658,400",23.2,0.8
E12000005,West Midlands,2004,NVQ4+,"741,500","3,268,800",22.7,0.6
E12000006,East,2004,NVQ4+,"845,000","3,372,900",25.1,0.7
E12000007,London,2004,NVQ4+,"1,571,900","4,925,900",31.9,0.7
E12000008,South East,2004,NVQ4+,"1,463,100","4,997,500",29.3,0.6
E12000009,South West,2004,NVQ4+,"785,800","3,020,400",26,0.7
E92000001,England,2004,NVQ4+,"8,056,100","31,153,700",25.9,0.2
W92000004,Wales,2004,NVQ4+,"426,900","1,792,100",23.8,0.5
S92000003,Scotland,2004,NVQ4+,"961,000","3,181,100",30.2,0.5
